NAME                                                                SIZE         LAST-MODIFIED      
PU/JRA_444.root                                                     211304493    2020-06-17T14:37:36
PU/JRA_430.root                                                     210946366    2020-06-17T14:34:05
PU/JRA_427.root                                                     210925972    2020-06-17T14:31:44
PU/JRA_467.root                                                     210524423    2020-06-17T14:44:46
PU/JRA_422.root                                                     210622441    2020-06-17T14:31:27
PU/JRA_480.root                                                     211191926    2020-06-17T14:47:53
PU/JRA_452.root                                                     210963045    2020-06-17T14:40:08
PU/JRA_402.root                                                     210929665    2020-06-17T14:25:46
PU/JRA_2-1.root                                                     55731257     2020-06-17T13:31:09
PU/JRA_487.root                                                     83513403     2020-06-17T14:50:20
PU/JRA_478.root                                                     211158936    2020-06-17T14:47:45
PU/JRA_451.root                                                     210890630    2020-06-17T14:40:04
PU/JRA_425.root                                                     210730949    2020-06-17T14:31:37
PU/JRA_426.root                                                     210948550    2020-06-17T14:31:41
PU/JRA_407.root                                                     210789929    2020-06-17T14:26:06
PU/JRA_440.root                                                     210667318    2020-06-17T14:37:23
PU/JRA_457.root                                                     210711568    2020-06-17T14:42:19
PU/JRA_428.root                                                     210641789    2020-06-17T14:31:48
PU/JRA_437.root                                                     211276037    2020-06-17T14:34:30
PU/JRA_415.root                                                     211128577    2020-06-17T14:28:48
PU/JRA_464.root                                                     210731657    2020-06-17T14:42:45
PU/JRA_466.root                                                     210427782    2020-06-17T14:44:43
PU/JRA_2-2.root                                                     55564809     2020-06-17T13:33:59
PU/JRA_471.root                                                     210835313    2020-06-17T14:45:01
PU/JRA_404.root                                                     210735769    2020-06-17T14:25:51
PU/JRA_454.root                                                     210916879    2020-06-17T14:40:16
PU/JRA_442.root                                                     210849702    2020-06-17T14:37:29
PU/JRA_423.root                                                     210343133    2020-06-17T14:31:30
PU/JRA_2-4.root                                                     55615880     2020-06-17T13:39:46
PU/JRA_438.root                                                     211303120    2020-06-17T14:34:35
PU/JRA_470.root                                                     210764509    2020-06-17T14:44:58
PU/JRA_420.root                                                     210882153    2020-06-17T14:31:24
PU/JRA_458.root                                                     210922504    2020-06-17T14:42:22
PU/JRA_2-6.root                                                     55821380     2020-06-17T13:47:39
PU/JRA_1-4.root                                                     66156465     2020-06-17T13:05:01
PU/JRA_455.root                                                     210575249    2020-06-17T14:40:19
PU/JRA_460.root                                                     211156384    2020-06-17T14:42:32
PU/JRA_403.root                                                     211301842    2020-06-17T14:25:49
PU/JRA_1-5.root                                                     65992996     2020-06-17T13:10:49
PU/JRA_468.root                                                     210569886    2020-06-17T14:44:49
PU/JRA_417.root                                                     210932552    2020-06-17T14:28:58
PU/JRA_412.root                                                     210589933    2020-06-17T14:28:35
PU/JRA_465.root                                                     210758885    2020-06-17T14:42:48
PU/JRA_405.root                                                     210626461    2020-06-17T14:25:59
PU/JRA_432.root                                                     210609861    2020-06-17T14:34:14
PU/JRA_416.root                                                     210618793    2020-06-17T14:28:54
PU/JRA_424.root                                                     210863217    2020-06-17T14:31:33
PU/JRA_406.root                                                     210831932    2020-06-17T14:26:03
PU/JRA_450.root                                                     210606313    2020-06-17T14:40:01
PU/JRA_449.root                                                     210591806    2020-06-17T14:39:50
PU/JRA_483.root                                                     210423306    2020-06-17T14:48:05
PU/JRA_474.root                                                     210397278    2020-06-17T14:45:11
PU/JRA_448.root                                                     210884735    2020-06-17T14:39:47
PU/JRA_2-8.root                                                     32989494     2020-06-17T13:52:29
PU/JRA_439.root                                                     210991656    2020-06-17T14:37:13
PU/JRA_413.root                                                     210683424    2020-06-17T14:28:39
PU/JRA_447.root                                                     211462303    2020-06-17T14:37:48
PU/JRA_473.root                                                     210601586    2020-06-17T14:45:08
PU/JRA_2-3.root                                                     55718065     2020-06-17T13:36:40
PU/JRA_453.root                                                     210836374    2020-06-17T14:40:11
PU/JRA_482.root                                                     210745971    2020-06-17T14:48:01
PU/JRA_476.root                                                     211053053    2020-06-17T14:47:38
PU/JRA_461.root                                                     210653289    2020-06-17T14:42:35
PU/JRA_419.root                                                     211143194    2020-06-17T14:29:07
PU/JRA_463.root                                                     210860479    2020-06-17T14:42:42
PU/JRA_408.root                                                     210613523    2020-06-17T14:26:08
PU/JRA_1-7.root                                                     66015275     2020-06-17T13:16:25
PU/JRA_410.root                                                     210963489    2020-06-17T14:28:28
PU/JRA_484.root                                                     210655535    2020-06-17T14:48:09
PU/JRA_485.root                                                     210796768    2020-06-17T14:50:14
PU/JRA_456.root                                                     211013290    2020-06-17T14:40:23
PU/JRA_2-5.root                                                     55637079     2020-06-17T13:42:28
PU/JRA_409.root                                                     210795679    2020-06-17T14:26:11
PU/JRA_1-9.root                                                     66275470     2020-06-17T13:22:40
PU/JRA_459.root                                                     211012516    2020-06-17T14:42:26
PU/JRA_433.root                                                     210871168    2020-06-17T14:34:17
PU/JRA_479.root                                                     211362894    2020-06-17T14:47:49
PU/JRA_414.root                                                     211435181    2020-06-17T14:28:44
PU/JRA_411.root                                                     211194015    2020-06-17T14:28:32
PU/JRA_446.root                                                     210530199    2020-06-17T14:37:45
PU/JRA_472.root                                                     210849266    2020-06-17T14:45:04
PU/JRA_418.root                                                     210624965    2020-06-17T14:29:03
match_jets_7/matchedEventsMaps_ak4pfchs.root                        30815891     2020-06-21T15:37:59
match_jets_7/output_ak4pfchs.root                                   23021230     2020-06-21T15:37:59
match_jets_17/matchedEventsMaps_ak4pfchs.root                       14179992     2020-06-21T15:38:28
match_jets_17/output_ak4pfchs.root                                  31546438     2020-06-21T15:38:28
plots_closure/ClosureVsJetEta_RefPt15to17_ak4pfchs.png              26852        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt2to3_ak4pfchs.png                19139        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt3500to4000_ak4pfchs.png          22828        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt120to150_ak4pfchs.png            24308        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt4000to4500_ak4pfchs.eps          17401        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt7000to7500_ak4pfchs.eps          19479        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt57to72_ak4pfchs.eps              24417        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt20to23_ak4pfchs.png              27648        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt23to27_ak4pfchs.png              27207        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt550to750_ak4pfchs.eps            21468        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt35to40_ak4pfchs.eps              24364        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt2000to2500_ak4pfchs.png          22759        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt550to750_ak4pfchs.png            23294        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt9000to9500_ak4pfchs.png          19970        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt2500to3000_ak4pfchs.eps          20755        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt3to4_ak4pfchs.eps                20388        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt72to90_ak4pfchs.eps              24422        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt6000to6500_ak4pfchs.png          20073        2020-06-21T16:19:22
plots_closure/ClosureVsRefPt_Overview_ak4pfchs.eps                  23905        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt6000to6500_ak4pfchs.eps          19042        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt750to1000_ak4pfchs.eps           20890        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt27to30_ak4pfchs.png              26589        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt30to35_ak4pfchs.eps              24166        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt12to13_ak4pfchs.png              26430        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt8000to8500_ak4pfchs.eps          19479        2020-06-21T16:19:22
plots_closure/ClosureVsRefPt_JetEta3to5_ak4pfchs.eps                21002        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt3to4_ak4pfchs.png                22156        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt14to15_ak4pfchs.eps              22529        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt4to5_ak4pfchs.png                23036        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt120to150_ak4pfchs.eps            24095        2020-06-21T16:19:21
plots_closure/ClosureVsRefPt_JetEta2.5to3_ak4pfchs.eps              17986        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt9500to10000_ak4pfchs.png         19790        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt4000to4500_ak4pfchs.png          20943        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt6to7_ak4pfchs.eps                20308        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt7000to7500_ak4pfchs.png          19770        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt5500to6000_ak4pfchs.png          19428        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt1to2_ak4pfchs.eps                19461        2020-06-21T16:19:20
plots_closure/ClosureVsRefPt_JetEta1.3to2.5_ak4pfchs.png            22560        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt150to200_ak4pfchs.eps            23794        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt1500to2000_ak4pfchs.eps          23091        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt11to12_ak4pfchs.png              24907        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt72to90_ak4pfchs.png              24281        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt150to200_ak4pfchs.png            23578        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt6500to7000_ak4pfchs.eps          19031        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt2to3_ak4pfchs.eps                19461        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt1000to1500_ak4pfchs.png          22708        2020-06-21T16:19:22
plots_closure/Merged.root                                           11856126     2020-06-21T16:19:17
plots_closure/ClosureVsJetEta_RefPt1to2_ak4pfchs.png                19084        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt200to300_ak4pfchs.png            23592        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt5000to5500_ak4pfchs.png          19930        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt23to27_ak4pfchs.eps              24112        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt15to17_ak4pfchs.eps              22786        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta.root                                  7446005      2020-06-21T16:19:23
plots_closure/ClosureVsJetEta_RefPt7to8_ak4pfchs.eps                20511        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt12to13_ak4pfchs.eps              22488        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt45to57_ak4pfchs.png              26270        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt10to11_ak4pfchs.png              24905        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt1500to2000_ak4pfchs.png          23198        2020-06-21T16:19:22
plots_closure/ClosureVsRefPt_JetEta0to1.3_ak4pfchs.png              21563        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt20to23_ak4pfchs.eps              24180        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt9to10_ak4pfchs.png               24369        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt13to14_ak4pfchs.eps              22020        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt3000to3500_ak4pfchs.png          21864        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt1000to1500_ak4pfchs.eps          21460        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt8000to8500_ak4pfchs.png          19851        2020-06-21T16:19:22
plots_closure/ClosureVsRefPt_JetEta2.5to3_ak4pfchs.png              20046        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt5to6_ak4pfchs.png                22347        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt13to14_ak4pfchs.png              25407        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt57to72_ak4pfchs.png              24288        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt5to6_ak4pfchs.eps                20459        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt11to12_ak4pfchs.eps              21624        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt300to400_ak4pfchs.png            23159        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt10to11_ak4pfchs.eps              21474        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt27to30_ak4pfchs.eps              24286        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt17to20_ak4pfchs.eps              23782        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt9000to9500_ak4pfchs.eps          19479        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt9500to10000_ak4pfchs.eps         19482        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt8to9_ak4pfchs.png                23661        2020-06-21T16:19:20
plots_closure/ClosureVsRefPt.root                                   414579       2020-06-21T16:19:19
plots_closure/ClosureVsRefPt_JetEta3to5_ak4pfchs.png                24060        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt4to5_ak4pfchs.eps                20801        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt2000to2500_ak4pfchs.eps          21609        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt7500to8000_ak4pfchs.eps          19479        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt90to120_ak4pfchs.eps             24414        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt750to1000_ak4pfchs.png           22921        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_MultiBin_RefPt1to10000_ak4pfchs.png   26608        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt400to550_ak4pfchs.eps            22055        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt5500to6000_ak4pfchs.eps          17099        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt8to9_ak4pfchs.eps                20888        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt90to120_ak4pfchs.png             24626        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt17to20_ak4pfchs.png              27573        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt35to40_ak4pfchs.png              26493        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt14to15_ak4pfchs.png              26812        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt4500to5000_ak4pfchs.eps          18742        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt300to400_ak4pfchs.eps            22363        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_MultiBin_RefPt1to10000_ak4pfchs.eps   23044        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt2500to3000_ak4pfchs.png          22812        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt9to10_ak4pfchs.eps               21190        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt6to7_ak4pfchs.png                21848        2020-06-21T16:19:20
plots_closure/ClosureVsJetEta_RefPt5000to5500_ak4pfchs.eps          17999        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt8500to9000_ak4pfchs.eps          19479        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt7to8_ak4pfchs.png                22574        2020-06-21T16:19:20
plots_closure/ClosureVsRefPt_JetEta1.3to2.5_ak4pfchs.eps            18677        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt400to550_ak4pfchs.png            23469        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt40to45_ak4pfchs.png              25685        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt8500to9000_ak4pfchs.png          19874        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt4500to5000_ak4pfchs.png          20081        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt45to57_ak4pfchs.eps              24380        2020-06-21T16:19:21
plots_closure/ClosureVsRefPt_Overview_ak4pfchs.png                  24919        2020-06-21T16:19:19
plots_closure/ClosureVsRefPt_JetEta0to1.3_ak4pfchs.eps              19184        2020-06-21T16:19:19
plots_closure/ClosureVsJetEta_RefPt40to45_ak4pfchs.eps              24309        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt30to35_ak4pfchs.png              26955        2020-06-21T16:19:21
plots_closure/ClosureVsJetEta_RefPt6500to7000_ak4pfchs.png          12550        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt3500to4000_ak4pfchs.eps          18729        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt7500to8000_ak4pfchs.png          19798        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt200to300_ak4pfchs.eps            23341        2020-06-21T16:19:22
plots_closure/ClosureVsJetEta_RefPt3000to3500_ak4pfchs.eps          19484        2020-06-21T16:19:22
compute_l2l3/Merged.root                                            17673638     2020-06-21T16:07:15
compute_l2l3/l2.root                                                717703       2020-06-21T16:07:23
compute_l2l3/ParallelMC_L2Relative_AK4PFchs.txt                     380869       2020-06-21T16:07:25
compute_l2l3/ParallelMC_L2Relative_AK4PFchsl1.txt                   380869       2020-06-21T16:07:20
create_PU_dist/PU_dist_mc.root                                      3969         2020-06-21T15:14:12
closure_9/Closure_ak4pfchs.root                                     5371051      2020-06-21T16:13:41
closure_4/Closure_ak4pfchs.root                                     5486108      2020-06-21T16:13:44
match_jets_6/matchedEventsMaps_ak4pfchs.root                        19870426     2020-06-21T15:38:19
match_jets_6/output_ak4pfchs.root                                   20100324     2020-06-21T15:38:19
match_jets_4/matchedEventsMaps_ak4pfchs.root                        20207113     2020-06-21T15:37:58
match_jets_4/output_ak4pfchs.root                                   21942423     2020-06-21T15:37:58
match_jets_0/matchedEventsMaps_ak4pfchs.root                        8053511      2020-06-21T15:37:41
match_jets_0/output_ak4pfchs.root                                   11821355     2020-06-21T15:37:41
match_lumi/Matchedfiles.yml                                         56693        2020-06-21T15:18:25
closure_3/Closure_ak4pfchs.root                                     5492308      2020-06-21T16:13:44
noPU/JRA_82.root                                                    376331766    2020-06-21T09:28:04
noPU/JRA_2-30.root                                                  83286463     2020-06-21T09:23:25
noPU/JRA_3-11.root                                                  66972154     2020-06-21T09:24:11
noPU/JRA_2-7.root                                                   83332865     2020-06-21T09:23:47
noPU/JRA_3-21.root                                                  66783084     2020-06-21T09:24:22
noPU/JRA_2-19.root                                                  83132179     2020-06-21T09:23:06
noPU/JRA_2-17.root                                                  83187723     2020-06-21T09:23:05
noPU/JRA_2-22.root                                                  83569279     2020-06-21T09:23:14
noPU/JRA_2-10.root                                                  83205171     2020-06-21T09:22:46
noPU/JRA_210.root                                                   250759397    2020-06-21T09:22:49
noPU/JRA_3-17.root                                                  66874589     2020-06-21T09:24:15
noPU/JRA_3-14.root                                                  67035035     2020-06-21T09:24:13
noPU/JRA_77.root                                                    377302953    2020-06-21T09:27:43
noPU/JRA_2-34.root                                                  83265862     2020-06-21T09:23:28
noPU/JRA_2-29.root                                                  83559654     2020-06-21T09:23:20
noPU/JRA_80.root                                                    400944401    2020-06-21T09:27:57
noPU/JRA_3-27.root                                                  66826623     2020-06-21T09:24:26
noPU/JRA_2-25.root                                                  83353976     2020-06-21T09:23:16
noPU/JRA_3-5.root                                                   66796836     2020-06-21T09:24:45
noPU/JRA_2-28.root                                                  83732477     2020-06-21T09:23:19
noPU/JRA_93.root                                                    401749304    2020-06-21T09:28:50
noPU/JRA_214.root                                                   220843834    2020-06-21T09:23:02
noPU/JRA_2-35.root                                                  50915591     2020-06-21T09:23:29
noPU/JRA_86.root                                                    386699638    2020-06-21T09:28:17
noPU/JRA_3-24.root                                                  66721476     2020-06-21T09:24:24
noPU/JRA_2-9.root                                                   83382326     2020-06-21T09:23:58
noPU/JRA_83.root                                                    378262768    2020-06-21T09:28:07
noPU/JRA_3-10.root                                                  66577785     2020-06-21T09:24:10
noPU/JRA_74.root                                                    400981082    2020-06-21T09:27:32
noPU/JRA_2-1.root                                                   83656207     2020-06-21T09:23:07
noPU/JRA_2-11.root                                                  83301789     2020-06-21T09:22:50
noPU/JRA_3-2.root                                                   66935135     2020-06-21T09:24:28
noPU/JRA_212.root                                                   257150851    2020-06-21T09:22:56
noPU/JRA_96.root                                                    274848977    2020-06-21T09:29:04
noPU/JRA_3-19.root                                                  66964590     2020-06-21T09:24:17
noPU/JRA_3-12.root                                                  66939219     2020-06-21T09:24:12
noPU/JRA_79.root                                                    375751591    2020-06-21T09:27:50
noPU/JRA_81.root                                                    375981584    2020-06-21T09:28:00
noPU/JRA_98.root                                                    401238223    2020-06-21T09:29:10
noPU/JRA_2-15.root                                                  83765721     2020-06-21T09:23:03
noPU/JRA_3-26.root                                                  66928630     2020-06-21T09:24:26
noPU/JRA_3-30.root                                                  67308286     2020-06-21T09:24:33
noPU/JRA_2-2.root                                                   82924386     2020-06-21T09:23:21
noPU/JRA_71.root                                                    401311450    2020-06-21T09:27:20
noPU/JRA_2-14.root                                                  83676291     2020-06-21T09:23:00
noPU/JRA_2-18.root                                                  83199292     2020-06-21T09:23:06
noPU/JRA_94.root                                                    275919987    2020-06-21T09:28:53
noPU/JRA_2-4.root                                                   83165219     2020-06-21T09:23:34
noPU/JRA_3-1.root                                                   66835662     2020-06-21T09:24:17
noPU/JRA_2-27.root                                                  83709040     2020-06-21T09:23:18
noPU/JRA_3-31.root                                                  44823154     2020-06-21T09:24:33
noPU/JRA_73.root                                                    401997758    2020-06-21T09:27:29
noPU/JRA_2-31.root                                                  83375915     2020-06-21T09:23:26
noPU/JRA_2-6.root                                                   82993007     2020-06-21T09:23:43
noPU/JRA_3-8.root                                                   67131657     2020-06-21T09:24:58
noPU/JRA_76.root                                                    377708024    2020-06-21T09:27:39
noPU/JRA_89.root                                                    401474390    2020-06-21T09:28:27
noPU/JRA_91.root                                                    367059081    2020-06-21T09:28:42
noPU/JRA_2-12.root                                                  83260330     2020-06-21T09:22:54
noPU/JRA_3-28.root                                                  66669628     2020-06-21T09:24:27
noPU/JRA_3-7.root                                                   67257636     2020-06-21T09:24:53
noPU/JRA_2-16.root                                                  83652508     2020-06-21T09:23:04
noPU/JRA_2-33.root                                                  83205070     2020-06-21T09:23:27
noPU/JRA_213.root                                                   257022354    2020-06-21T09:23:00
noPU/JRA_2-13.root                                                  83253751     2020-06-21T09:22:57
noPU/JRA_3-23.root                                                  67048382     2020-06-21T09:24:24
noPU/JRA_3-4.root                                                   66957899     2020-06-21T09:24:38
noPU/JRA_3-25.root                                                  67173237     2020-06-21T09:24:25
noPU/JRA_3-3.root                                                   66833811     2020-06-21T09:24:34
noPU/JRA_97.root                                                    276348304    2020-06-21T09:29:06
noPU/JRA_3-18.root                                                  67254460     2020-06-21T09:24:16
noPU/JRA_2-8.root                                                   83254446     2020-06-21T09:23:51
noPU/JRA_84.root                                                    376713499    2020-06-21T09:28:10
noPU/JRA_3-20.root                                                  66958981     2020-06-21T09:24:22
noPU/JRA_87.root                                                    346692751    2020-06-21T09:28:20
noPU/JRA_3-22.root                                                  67202960     2020-06-21T09:24:23
noPU/JRA_2-3.root                                                   83206564     2020-06-21T09:23:30
noPU/JRA_211.root                                                   401456592    2020-06-21T09:22:53
noPU/JRA_2-23.root                                                  83456949     2020-06-21T09:23:15
noPU/JRA_90.root                                                    402156292    2020-06-21T09:28:39
noPU/JRA_78.root                                                    377495754    2020-06-21T09:27:46
noPU/JRA_2-20.root                                                  83410055     2020-06-21T09:23:12
noPU/JRA_2-32.root                                                  83040144     2020-06-21T09:23:27
noPU/JRA_3-16.root                                                  67013788     2020-06-21T09:24:14
noPU/JRA_95.root                                                    401194079    2020-06-21T09:28:56
noPU/JRA_85.root                                                    401031051    2020-06-21T09:28:14
noPU/JRA_3-15.root                                                  67270858     2020-06-21T09:24:14
